챔피언	레벨	공격력	공격속도	체력	마나	체력재생	마나재생	방어력	마법저항	이동속도	사거리	인기도
카서스	15	91.2	0.796	1566	1226.48	14.12	17.2	69.88	30	335	450	7.69
카시오페이아	15	97.2	0.788	1556	1210.8	12.69	18.86	78.22	30	335	550	6.41
카직스	15	98.6	0.898	1762.8	887.2	18.01	14.59	69	49.6	350	125	7.63
카타리나	15	102.8	0.892	1672	0	12.2	0	75.88	49.6	345	125	7.71
칼리스타	15	103.7	0.898	1679.76	721.8	13.7	11.9	68.01	30	325	550	7.16
케넨	15	96.7	0.995	1641.72	200	14.69	50	76.8	30	335	550	7.63
케이틀린	15	84.2	0.95	1644.4	803.8	13.37	15.12	71.88	30	325	650	7.72
케일	15	95.2	0.82	1876.24	882.2	18.76	19.7	75.88	30	335	125	7.55
코그모	15	88.2	0.894	1665	908.88	13.62	18.48	68.88	30	325	500	7.46
코르키	15	91	0.812	1660.76	826.16	13.12	15.12	72.38	30	325	550	7.17
퀸	15	90.2	0.938	1722.8	758.8	13.12	12.57	72.38	30	335	525	7.06
킨드레드	15	77	0.828	1730	790	14.7	34.5	72.5	30	325	500	7.78
타릭	15	106.9	0.789	1879.2	1133.08	14.94	19.7	77.68	49.6	340	125	6.92
탈론	15	98.6	0.902	1772.8	895.2	19.01	14.59	75.88	49.6	350	125	7.68
탐켄치	15	100.8	0.828	1940	885	14.2	22	69	49.6	335	175	7.26
트런들	15	102	0.925	1960.28	911.6	21.33	15.91	65.34	49.6	350	175	6.6
트리스타나	15	93.5	0.784	1690.76	694.76	15.29	13.51	64	30	325	648	7.59
트린다미어	15	106.2	0.887	1997.64	100	21.11	0	67.51	49.6	345	125	7.68
트위스티드페이트	15	96.2	0.924	1669.76	797.84	13.91	17.2	64.64	30	330	525	7.72
트위치	15	88.2	0.977	1659.08	847.2	14.41	13.56	65.04	30	330	550	6.98
티모	15	90.8	0.989	1663.76	827.2	14.84	13.51	76.8	30	330	500	6.19
판테온	15	96.2	0.891	1797.16	751.12	16.94	13.66	82.25	49.6	355	150	7.7
피들스틱	15	85.1	0.796	1644.4	1184.12	14.01	17.2	69.88	30	335	480	7.44
피오라	15	106.2	0.952	1740	860	15.95	17.8	73	49.6	345	150	7.16
피즈	15	100	0.923	1762.48	835.2	17.98	17.2	70.01	49.6	335	175	7.55
하이머딩거	15	93.3	0.736	1526	867.2	35.51	17.2	61.04	30	340	550	6.33
헤카림	15	106.2	0.888	1929.6	845.2	19.76	15.91	82.72	49.6	345	175	7.5
가렌	16	125.4	0.879	1880.03	0	15.34	0	72.54	50.85	340	175	7.24
갈리오	16	112.6	0.745	1852.8	1074	19.96	18	79.38	50.85	335	125	6.71
갱플랭크	16	104	0.902	1810	882.2	16.76	18.18	75.54	50.85	345	125	6.65
그라가스	16	113.9	0.838	1918.52	1105	21.43	18	80.05	50.85	330	125	7.1
그레이브즈	16	97	0.879	1811.12	922.2	17.18	18.43	75.38	30	345	425	7.7
나르	16	93	0.669	1515	100	10	0	60.5	30	325	150	7.07
나미	16	97.7	0.877	1599.32	1022.24	13.67	17.5	79.72	30	335	550	7.86
나서스	16	111.7	0.949	1911.2	955.6	22.51	14.94	77.38	50.85	350	125	7.21
노틸러스	16	107	0.697	1866.48	1039	16.62	19.13	82.71	50.85	325	175	7.15
녹턴	16	105.7	0.921	1857.8	798.8	19.51	13.51	79.38	50.85	345	125	7.59
누누	16	108.6	0.822	2038.28	913.56	20.39	14.94	78.88	50.85	350	125	6.88
니달리	16	100.4	0.926	1891.2	970.6	15.01	18	75.38	30	335	525	7.56
다리우스	16	130.9	0.713	2082.24	825.5	24.1	11.84	89.88	50.85	340	175	7.66
다이애나	16	98	0.877	1939.2	897.2	20.18	18	80.05	50.85	345	150	7.73
드레이븐	16	99.5	0.926	1787.76	945.56	16.68	17.79	75.04	30	330	550	7.46
라이즈	16	100	0.81	1848.48	1172.4	13.52	18	80.05	30	340	550	7.64
람머스	16	108.4	0.819	1854.48	805.44	16.17	15.34	95.88	50.85	335	125	7.46
럭스	16	103	0.744	1662.72	1089	13.67	18	78.72	30	330	550	7.71
럼블	16	109	0.811	1784.4	100	17.01	0	78.38	50.85	345	125	7.47
레넥톤	16	104.8	0.912	1877.16	100	19.21	0	82.58	50.85	345	125	7.61
레오나	16	105	0.879	1881.16	902.2	21.18	18	81.21	50.85	335	125	7.8
렉사이	16	105.9	0.8	1961.2	100	17.09	0	84.55	50.85	335	175	7.66
렝가	16	105	0.937	1936.2	5	10.27	0	78.38	50.85	345	125	7.76
루시안	16	93.6	0.933	1754.4	918.88	15.94	18.68	69.04	30	335	500	7.55
룰루	16	85.4	0.818	1662.76	1117.4	15.01	23	74.72	30	325	550	7.77
르블랑	16	107.4	0.748	1641	1084	15.67	18	74.38	30	335	525	7.46
리븐	16	101	0.931	1848.48	0	10.84	0	72.38	50.85	345	125	7.91
리산드라	16	91	0.744	1766.12	1054	15.17	11.67	75.72	30	325	550	7.42
리신	16	109.2	0.924	1845.8	200	17.93	50	79.72	50.85	350	125	7.71
마스터이	16	105	0.869	1978.56	880.56	17.34	14.01	69.04	50.85	355	125	6.25
마오카이	16	113	0.901	1922.2	1022.28	21.43	13.96	88.72	30	335	125	7.27
말자하	16	99.7	0.744	1714.4	1000.6	13.67	18	74.38	30	340	550	7.69
말파아트	16	112.6	0.942	1924.2	882.2	16.62	15.57	84.55	50.85	335	125	7.67
모데카이저	16	136	0.985	1725	120	11.62	0	76.25	50.85	325	175	7.38
모르가나	16	108	0.759	1837.48	1240.8	14.71	18	82.38	30	335	450	7.7
문도	16	106.3	0.87	1917.52	0	19.01	0	79.38	50.85	345	125	7.46
미스포츈	16	61	0.932	1805	850.84	15.94	17.79	69.04	30	325	550	7.56
바드	16	91	0.8	1930	1100	13.65	12.75	81	30	330	500	6.1
바루스	16	90.8	0.902	1767.76	855	13.67	19.34	74.21	30	330	575	7.68
바이	16	108.4	0.868	1857.8	970.6	22.51	17.84	78.38	50.85	345	125	7.54
베이가	16	90.1	0.821	1722.76	1172.4	13.67	18	78.8	30	340	525	6.75
베인	16	81.8	1.026	1743.44	756.8	13.67	12.97	70.01	30	330	550	7.29
벨코즈	16	102.1	0.744	1647.68	1005.6	13.67	18	74.38	30	340	525	7.67
볼리베어	16	109	0.879	1874.48	720.4	17.84	17.84	78.88	50.85	345	125	7.5
브라움	16	103.4	0.847	1881.16	985.6	23.18	18	94.22	50.85	335	125	7.66
브랜드	16	102	0.744	1647.68	1005.6	13.67	17.01	74.38	30	340	550	7.04
블라디미르	16	93	0.842	1817.8	0	16.01	0	74.38	30	335	450	7.61
블리츠크랭크	16	114	0.724	2007.6	867.2	19.76	20.5	84.38	50.85	325	125	7.47
빅토르	16	97	0.81	1686.04	1074	17.59	18	82.72	30	335	525	7.14
뽀삐	16	112.6	0.937	1774.08	685.4	16.62	13.91	88.72	30	345	125	6.26
사이온	16	119.7	0.768	1637.64	955.6	22.18	17.01	68.04	50.85	345	175	6.65
샤코	16	110.1	0.985	1842.12	852.2	16.62	13.91	77.38	50.85	350	125	7.49
세주아니	16	107	0.806	2025	1000	21.43	13.96	74.54	50.85	340	125	7.25
소나	16	95	0.851	1637.36	1015.6	13.67	17.5	70.04	30	325	550	8.01
소라카	16	95	0.812	1699.04	1250.8	10	15	80.38	30	325	550	7.7
쉔	16	110.8	0.961	1845.8	200	16.62	50	85.72	30	335	125	7.71
쉬바나	16	111.7	0.815	2019.6	100	20.59	0	77.88	50.85	350	125	7.69
스웨인	16	97	0.81	1686.04	1079	17.59	18	82.72	30	335	500	7.76
스카너	16	124.2	0.809	2041.28	872.2	21.68	13.96	86.38	50.85	345	125	6.92
시비르	16	93.6	0.765	1745.76	1034	13.42	21.51	70.96	30	335	500	7.52
신드라	16	97.4	0.781	1681.04	1284	15.51	18	75.71	30	330	550	7.17
신지드	16	112.9	0.768	1772.76	965.6	16.27	15.77	80.38	30	345	125	7.41
신짜오	16	107	0.926	1896.16	798.8	18.68	14.01	78.38	50.85	345	175	7.27
쓰레쉬	16	80.7	0.628	1955.52	933.92	15.17	18	16	30	335	450	7.95
아리	16	98	0.846	1714.4	1084	15.51	18	73.38	30	330	550	8.05
아무무	16	110.4	0.833	1873.12	887.2	21.63	15.26	77.54	50.85	335	125	7.72
아지르	16	94	0.726	1724.4	980.56	15.17	18	64.04	30	325	525	6.27
아칼리	16	106.4	0.995	1862.8	200	18.09	50	78.88	50.85	350	125	7.57
아트록스	16	108.4	0.924	1812.8	780.6	14.09	0	81.38	50.85	345	150	6.78
알리스타	16	105.3	0.811	2203.36	848.84	21.43	20.5	76.88	50.85	330	125	7.68
애니	16	89.8	0.689	1651.68	1084	13.67	18	79.22	30	335	625	7.66
애니비아	16	99.4	0.772	1517.6	1146.04	13.82	18	81.22	30	325	600	7.66
애쉬	16	90.4	0.966	1712.72	760	13.67	17.5	72.21	30	325	600	7.42
앨리스	16	95.5	0.778	1729.4	1074	14.71	18	72.38	30	330	550	7.69
야스오	16	103.4	0.98	1747.76	60	20.01	0	75.71	30	345	175	7.01
에코	16	104	0.914	1780	1030	22.5	21	72	50.75	340	125	7.57
오공	16	107.9	0.934	1852.8	835.84	15.94	17.79	77.38	50.85	345	175	7.15
오리아나	16	79.4	0.98	1702.72	1084	15.12	18	62.04	30	325	525	7.7
요릭	16	110.1	0.888	1838.8	818.8	18.68	13.51	79.05	50.85	345	125	6.87
우디르	16	106.3	0.904	2078.32	720.4	19.96	14.26	85.47	50.85	345	125	5.31
우르곳	16	106	0.905	1921.52	1137.4	15.51	18.34	74.04	30	335	425	6.22
울라프	16	112.5	0.956	1992.24	945.6	22.01	16.09	71.04	50.85	350	125	7.43
워윅	16	113.1	0.953	2062.64	690.4	20.39	17.11	78.38	50.85	345	125	7.43
이렐리아	16	111	0.963	1957.2	818.8	18.34	21.25	81.55	50.85	345	125	7.51
이블린	16	106.4	1.012	1881.2	945.6	18.07	17.11	83.5	50.85	340	125	7.28
이즈리얼	16	91.8	0.87	1684.4	990.6	14.67	17.84	74.38	30	325	550	7.96
일라오이	16	135	0.771	2010.6	900	21.5	18.75	83	50.85	340	125	7.88
자르반4세	16	106.7	0.888	1921.2	902.2	18.68	13.51	83	50.85	340	175	7.7
자이라	16	101.4	0.81	1589.32	1084	13.19	20.5	65.04	30	325	575	7.62
잔나	16	96.2	0.853	1657.04	1369.52	13.67	15	76.38	30	335	475	7.6
재드	16	105.7	0.985	1779.4	200	16.84	50	79.38	50.85	345	125	7.94
잭스	16	112.6	0.942	1867.8	818.8	16.62	18.08	72.04	50.85	350	125	7.7
쟈크	16	110.3	0.781	2039.6	0	16.17	0	76.38	50.85	335	175	7.72
제라스	16	99.7	0.75	1714.4	1026.96	13.67	18	74.38	30	340	525	7
제이스	16	102.9	0.907	1921.2	912.2	19.34	18	74.88	30	335	125	7.67
직스	16	100.7	0.812	1724.4	1089	15.26	18	71.04	30	325	550	7.68
질리언	16	96.6	0.8	1654.28	1260.8	12.94	20.5	76.13	30	335	550	7.41
징크스	16	94.6	0.713	1747.76	920.6	13.34	21.68	75.38	30	325	525	7.73
초가스	16	124.2	0.751	1774.4	872.2	21.68	13.96	81.38	50.85	345	125	7.5
카르마	16	103	0.826	1767.44	1124	13.87	20.5	77.38	30	335	525	6.61
카사딘	16	117.4	0.972	1734.04	1402.6	15.29	18	71.38	30	340	150	7.66
카서스	16	94.4	0.81	1641	1287.48	14.67	18	73.38	30	335	450	7.69
카시오페이아	16	100.4	0.799	1631	1270.8	13.19	19.61	82.22	30	335	550	6.41
카직스	16	101.7	0.916	1847.8	927.2	18.76	15.09	72	50.85	350	125	7.63
카타리나	16	106	0.91	1755	0	12.75	0	79.38	50.85	345	125	7.71
칼리스타	16	106.6	0.916	1762.76	756.8	14.25	12.3	71.51	30	325	550	7.16
케넨	16	100	1.018	1720.72	200	15.34	50	80.55	30	335	550	7.63
케이틀린	16	86.4	0.975	1724.4	838.8	13.92	15.67	75.38	30	325	650	7.72
케일	16	98	0.835	1969.24	922.2	19.51	20.5	79.38	30	335	125	7.55
코그모	16	90.6	0.912	1747	948.88	14.17	19.18	72.38	30	325	500	7.46
코르키	16	93.5	0.826	1742.76	860.16	13.67	15.67	75.88	30	325	550	7.17
퀸	16	92.6	0.959	1807.8	793.8	13.67	12.97	75.88	30	335	525	7.06
킨드레드	16	78.6	0.844	1815	825	15.25	36.5	75.75	30	325	500	7.78
타릭	16	110.4	0.802	1969.2	1189.08	15.44	20.5	81.38	50.85	340	125	6.92
탈론	16	101.7	0.921	1857.8	932.2	19.76	15.09	79.38	50.85	350	125	7.68
탐켄치	16	104	0.844	2035	925	14.75	23	72	50.85	335	175	7.26
트런들	16	105	0.945	2056.28	956.6	22.18	16.51	68.04	50.85	350	175	6.6
트리스타나	16	96.5	0.794	1772.76	726.76	15.94	13.96	67	30	325	655	7.59
트린다미어	16	109.4	0.905	2095.64	100	22.01	0	70.61	50.85	345	125	7.68
트위스티드페이트	16	99.5	0.944	1751.76	835.84	14.51	18	67.79	30	330	525	7.72
트위치	16	90.6	1	1740.08	887.2	15.01	14.01	68.04	30	330	550	6.98
티모	16	93.2	1.012	1745.76	867.2	15.49	13.96	80.55	30	330	500	6.19
판테온	16	99.1	0.91	1884.16	782.12	17.59	14.11	86.15	50.85	355	150	7.7
피들스틱	16	87.7	0.81	1724.4	1240.12	14.61	18	73.38	30	335	480	7.44
피오라	16	109.5	0.973	1825	900	16.5	18.5	76.5	50.85	345	150	7.16
피즈	16	103	0.944	1848.48	872.2	18.68	18	73.41	50.85	335	175	7.55
하이머딩거	16	96	0.744	1601	907.2	37.26	18	64.04	30	340	550	6.33
헤카림	16	109.4	0.905	2024.6	882.2	20.51	16.51	86.72	50.85	345	175	7.5
가렌	17	129.9	0.897	1964.28	0	15.84	0	75.54	52.1	340	175	7.24
갈리오	17	116	0.753	1937.8	1121	20.71	18.8	82.88	52.1	335	125	6.71
갱플랭크	17	107	0.92	1892	922.2	17.51	18.88	78.84	52.1	345	125	6.65
그라가스	17	117.4	0.851	2007.52	1152	22.28	18.8	83.65	52.1	330	125	7.1
그레이브즈	17	99.4	0.897	1895.12	962.2	17.88	19.13	78.78	30	345	425	7.7
나르	17	96	0.672	1580	100	10.5	0	63	30	325	150	7.07
나미	17	100.8	0.894	1673.32	1065.24	14.22	17.9	83.72	30	335	550	7.86
나서스	17	115.2	0.971	2001.2	997.6	23.41	15.44	80.88	52.1	350	125	7.21
노틸러스	17	110.3	0.703	1952.48	1086	17.17	19.83	86.46	52.1	325	175	7.15
녹턴	17	108.8	0.939	1942.8	833.8	20.26	13.96	82.88	52.1	345	125	7.59
누누	17	112.1	0.836	2134.28	955.56	21.19	15.44	82.38	52.1	350	125	6.88
니달리	17	103.9	0.946	1981.2	1015.6	15.61	18.8	78.88	30	335	525	7.56
다리우스	17	135.9	0.719	2182.24	863	25.05	12.19	93.88	52.1	340	175	7.66
다이애나	17	101	0.895	2029.2	937.2	21.03	18.8	83.65	52.1	345	150	7.73
드레이븐	17	102.4	0.944	1869.76	984.56	17.38	18.44	78.34	30	330	550	7.46
라이즈	17	103	0.823	1934.48	1224.4	14.07	18.8	83.95	30	340	550	7.64
람머스	17	111.9	0.833	1940.48	838.44	16.72	15.84	100.18	52.1	335	125	7.46
럭스	17	106.3	0.753	1741.72	1136	14.22	18.8	82.72	30	330	550	7.71
럼블	17	112.2	0.823	1864.4	100	17.61	0	81.88	52.1	345	125	7.47
레넥톤	17	107.9	0.929	1964.16	100	19.96	0	86.38	52.1	345	125	7.61
레오나	17	108	0.897	1968.16	942.2	22.03	18.8	84.81	52.1	335	125	7.8
렉사이	17	109.2	0.813	2051.2	100	17.74	0	88.3	52.1	335	175	7.66
렝가	17	108	0.956	2026.2	5	10.67	0	81.88	52.1	345	125	7.76
루시안	17	96	0.954	1834.4	956.88	16.59	19.38	72.04	30	335	500	7.55
룰루	17	88	0.831	1736.76	1172.4	15.61	23.8	78.42	30	325	550	7.77
르블랑	17	110.9	0.756	1716	1134	16.22	18.8	77.88	30	335	525	7.46
리븐	17	104	0.953	1934.48	0	11.34	0	75.58	52.1	345	125	7.91
리산드라	17	93.7	0.753	1850.12	1104	15.72	12.07	79.42	30	325	550	7.42
리신	17	112.4	0.944	1930.8	200	18.63	50	83.42	52.1	350	125	7.71
마스터이	17	108	0.883	2070.56	922.56	17.99	14.46	72.04	52.1	355	125	6.25
마오카이	17	116.3	0.916	2012.2	1065.28	22.28	14.41	92.72	30	335	125	7.27
말자하	17	102.7	0.753	1794.4	1045.6	14.22	18.8	77.88	30	340	550	7.69
말파아트	17	116	0.963	2014.2	922.2	17.17	16.12	88.3	52.1	335	125	7.67
모데카이저	17	141	1.006	1805	120	12.17	0	80	52.1	325	175	7.38
모르가나	17	111.5	0.768	1923.48	1300.8	15.31	18.8	86.18	30	335	450	7.7
문도	17	109.3	0.888	2006.52	0	19.76	0	82.88	52.1	345	125	7.46
미스포츈	17	62	0.951	1890	885.84	16.59	18.44	72.04	30	325	550	7.56
바드	17	94	0.813	2023	1150	14.2	13.2	85	30	330	500	6.1
바루스	17	93.2	0.92	1849.76	888	14.22	20.14	77.61	30	330	575	7.68
바이	17	111.9	0.884	1942.8	1015.6	23.41	18.49	81.88	52.1	345	125	7.54
베이가	17	92.7	0.835	1804.76	1224.4	14.22	18.8	82.55	30	340	525	6.75
베인	17	83.4	1.053	1826.44	791.8	14.22	13.37	73.41	30	330	550	7.29
벨코즈	17	105.2	0.753	1723.68	1047.6	14.22	18.8	77.88	30	340	525	7.67
볼리베어	17	112.3	0.897	1960.48	750.4	18.49	18.49	82.38	52.1	345	125	7.5
브라움	17	106.6	0.861	1968.16	1030.6	24.18	18.8	98.72	52.1	335	125	7.66
브랜드	17	105	0.753	1723.68	1047.6	14.22	17.61	77.88	30	340	550	7.04
블라디미르	17	96	0.855	1902.8	0	16.61	0	77.88	30	335	450	7.61
블리츠크랭크	17	117.5	0.731	2102.6	907.2	20.51	21.3	88.38	52.1	325	125	7.47
빅토르	17	100	0.823	1764.04	1124	18.24	18.8	86.72	30	335	525	7.14
뽀삐	17	116	0.959	1855.08	715.4	17.17	14.36	92.72	30	345	125	6.26
사이온	17	123.7	0.778	1710.64	997.6	22.98	17.61	71.04	52.1	345	175	6.65
샤코	17	113.6	1.006	1926.12	889.2	17.17	14.36	80.88	52.1	350	125	7.49
세주아니	17	110.3	0.816	2120	1040	22.28	14.41	77.54	52.1	340	125	7.25
소나	17	98	0.866	1714.36	1060.6	14.22	17.9	73.34	30	325	550	8.01
소라카	17	98	0.826	1777.04	1310.8	10.5	15.4	84.18	30	325	550	7.7
쉔	17	114.2	0.983	1930.8	200	17.17	50	89.72	30	335	125	7.71
쉬바나	17	115.1	0.826	2114.6	100	21.39	0	81.23	52.1	350	125	7.69
스웨인	17	100	0.823	1764.04	1126	18.24	18.8	86.72	30	335	500	7.76
스카너	17	128.4	0.822	2137.28	912.2	22.53	14.41	90.18	52.1	345	125	6.92
시비르	17	96	0.775	1827.76	1084	13.97	22.41	74.21	30	335	500	7.52
신드라	17	100.3	0.793	1759.04	1344	16.11	18.8	79.11	30	330	550	7.17
신지드	17	116.3	0.779	1854.76	1010.6	16.82	16.32	83.88	30	345	125	7.41
신짜오	17	110.3	0.944	1983.16	833.8	19.38	14.46	81.88	52.1	345	175	7.27
쓰레쉬	17	82.9	0.628	2048.52	977.92	15.72	18.8	16	30	335	450	7.95
아리	17	101	0.858	1794.4	1134	16.11	18.8	76.88	30	330	550	8.05
아무무	17	114.2	0.847	1957.12	927.2	22.48	15.78	81.14	52.1	335	125	7.72
아지르	17	96.8	0.735	1804.4	1022.56	15.72	18.8	67.04	30	325	525	6.27
아칼리	17	109.6	1.017	1947.8	200	18.74	50	82.38	52.1	350	125	7.57
아트록스	17	111.6	0.944	1897.8	825.6	14.59	0	85.18	52.1	345	150	6.78
알리스타	17	108.9	0.825	2309.36	886.84	22.28	21.3	80.38	52.1	330	125	7.68
애니	17	92.4	0.697	1727.68	1134	14.22	18.8	83.22	30	335	625	7.66
애니비아	17	102.6	0.783	1587.6	1196.04	14.37	18.8	85.22	30	325	600	7.66
애쉬	17	92.7	0.988	1791.72	792	14.22	17.9	75.61	30	325	600	7.42
앨리스	17	98.5	0.789	1809.4	1124	15.31	18.8	75.73	30	330	550	7.69
야스오	17	106.6	1.003	1829.76	60	20.91	0	79.11	30	345	175	7.01
에코	17	107	0.934	1860	1080	23.4	21.8	75	52	340	125	7.57
오공	17	111.1	0.954	1937.8	873.84	16.59	18.44	80.88	52.1	345	175	7.15
오리아나	17	82	1.003	1781.72	1134	15.67	18.8	65.04	30	325	525	7.7
요릭	17	113.6	0.906	1923.8	853.8	19.38	13.96	82.65	52.1	345	125	6.87
우디르	17	109.5	0.922	2177.32	750.4	20.71	14.71	89.47	52.1	345	125	5.31
우르곳	17	109.6	0.924	2010.52	1192.4	16.11	18.99	77.34	30	335	425	6.22
울라프	17	116	0.975	2085.24	987.6	22.91	16.67	74.04	52.1	350	125	7.43
워윅	17	116.4	0.972	2160.64	720.4	21.19	17.71	81.88	52.1	345	125	7.43
이렐리아	17	114.3	0.984	2047.2	850.8	18.99	21.9	85.3	52.1	345	125	7.51
이블린	17	109.9	1.037	1971.2	987.6	18.62	17.71	87.3	52.1	340	125	7.28
이즈리얼	17	94.2	0.888	1764.4	1032.6	15.22	18.49	77.88	30	325	550	7.96
일라오이	17	140	0.785	2105.6	940	22.3	19.5	86.8	52.1	340	125	7.88
자르반4세	17	110.1	0.905	2011.2	942.2	19.38	13.96	86.6	52.1	340	175	7.7
자이라	17	104.6	0.823	1663.32	1134	13.69	21.3	68.04	30	325	575	7.62
잔나	17	99.2	0.87	1735.04	1433.52	14.22	15.4	80.18	30	335	475	7.6
재드	17	109.1	1.006	1859.4	200	17.49	50	82.88	52.1	345	125	7.94
잭스	17	116	0.963	1952.8	850.8	17.17	18.78	75.04	52.1	350	125	7.7
쟈크	17	113.7	0.791	2134.6	0	16.72	0	79.88	52.1	335	175	7.72
제라스	17	102.7	0.759	1794.4	1070.96	14.22	18.8	77.88	30	340	525	7
제이스	17	106.4	0.924	2011.2	949.2	20.14	18.8	78.38	30	335	125	7.67
직스	17	103.8	0.823	1804.4	1136	15.86	18.8	74.34	30	325	550	7.68
질리언	17	99.6	0.813	1731.28	1320.8	13.44	21.3	79.93	30	335	550	7.41
징크스	17	97	0.719	1829.76	965.6	13.84	22.68	78.88	30	325	525	7.73
초가스	17	128.4	0.76	1854.4	912.2	22.53	14.41	84.88	52.1	345	125	7.5
카르마	17	106.3	0.841	1850.44	1174	14.42	21.3	81.18	30	335	525	6.61
카사딘	17	121.3	0.995	1812.04	1469.6	15.79	18.8	74.58	30	340	150	7.66
카서스	17	97.7	0.823	1716	1348.48	15.22	18.8	76.88	30	335	450	7.69
카시오페이아	17	103.6	0.81	1706	1330.8	13.69	20.36	86.22	30	335	550	6.41
카직스	17	104.8	0.934	1932.8	967.2	19.51	15.59	75	52.1	350	125	7.63
카타리나	17	109.2	0.928	1838	0	13.3	0	82.88	52.1	345	125	7.71
칼리스타	17	109.5	0.934	1845.76	791.8	14.8	12.7	75.01	30	325	550	7.16
케넨	17	103.3	1.042	1799.72	200	15.99	50	84.3	30	335	550	7.63
케이틀린	17	88.5	1	1804.4	873.8	14.47	16.22	78.88	30	325	650	7.72
케일	17	100.8	0.849	2062.24	962.2	20.26	21.3	82.88	30	335	125	7.55
코그모	17	93	0.929	1829	988.88	14.72	19.88	75.88	30	325	500	7.46
코르키	17	96	0.841	1824.76	894.16	14.22	16.22	79.38	30	325	550	7.17
퀸	17	95	0.98	1892.8	828.8	14.22	13.37	79.38	30	335	525	7.06
킨드레드	17	80.2	0.859	1900	860	15.8	38.5	79	30	325	500	7.78
타릭	17	113.9	0.814	2059.2	1245.08	15.94	21.3	85.08	52.1	340	125	6.92
탈론	17	104.8	0.939	1942.8	969.2	20.51	15.59	82.88	52.1	350	125	7.68
탐켄치	17	107.2	0.859	2130	965	15.3	24	75	52.1	335	175	7.26
트런들	17	108	0.964	2152.28	1001.6	23.03	17.11	70.74	52.1	350	175	6.6
트리스타나	17	99.5	0.804	1854.76	758.76	16.59	14.41	70	30	325	662	7.59
트린다미어	17	112.6	0.924	2193.64	100	22.91	0	73.71	52.1	345	125	7.68
트위스티드페이트	17	102.8	0.965	1833.76	873.84	15.11	18.8	70.94	30	330	525	7.72
트위치	17	93	1.023	1821.08	927.2	15.61	14.46	71.04	30	330	550	6.98
티모	17	95.6	1.035	1827.76	907.2	16.14	14.41	84.3	30	330	500	6.19
판테온	17	102	0.929	1971.16	813.12	18.24	14.56	90.05	52.1	355	150	7.7
피들스틱	17	90.4	0.823	1804.4	1296.12	15.21	18.8	76.88	30	335	480	7.44
피오라	17	112.8	0.995	1910	940	17.05	19.2	80	52.1	345	150	7.16
피즈	17	106	0.964	1934.48	909.2	19.38	18.8	76.81	52.1	335	175	7.55
하이머딩거	17	98.7	0.753	1676	947.2	39.01	18.8	67.04	30	340	550	6.33
헤카림	17	112.6	0.921	2119.6	919.2	21.26	17.11	90.72	52.1	345	175	7.5
가렌	18	134.4	0.915	2048.53	0	16.34	0	78.54	53.35	340	175	7.24
갈리오	18	119.3	0.76	2022.8	1168	21.46	19.6	86.38	53.35	335	125	6.71
갱플랭크	18	110	0.937	1974	962.2	18.26	19.58	82.14	53.35	345	125	6.65
그라가스	18	120.9	0.865	2096.52	1199	23.13	19.6	87.25	53.35	330	125	7.1
그레이브즈	18	101.8	0.915	1979.12	1002.2	18.58	19.83	82.18	30	345	425	7.7
나르	18	99	0.675	1645	100	11	0	65.5	30	325	150	7.07
나미	18	103.9	0.91	1747.32	1108.24	14.77	18.3	87.72	30	335	550	7.86
나서스	18	118.7	0.993	2091.2	1039.6	24.31	15.94	84.38	53.35	350	125	7.21
노틸러스	18	113.6	0.709	2038.48	1133	17.72	20.53	90.21	53.35	325	175	7.15
녹턴	18	111.9	0.957	2027.8	868.8	21.01	14.41	86.38	53.35	345	125	7.59
누누	18	115.5	0.85	2230.28	997.56	21.99	15.94	85.88	53.35	350	125	6.88
니달리	18	107.4	0.967	2071.2	1060.6	16.21	19.6	82.38	30	335	525	7.56
다리우스	18	140.9	0.725	2282.24	900.5	26	12.54	97.88	53.35	340	175	7.66
다이애나	18	104	0.913	2119.2	977.2	21.88	19.6	87.25	53.35	345	150	7.73
드레이븐	18	105.3	0.961	1951.76	1023.56	18.08	19.09	81.64	30	330	550	7.46
라이즈	18	106	0.836	2020.48	1276.4	14.62	19.6	87.85	30	340	550	7.64
람머스	18	115.4	0.847	2026.48	871.44	17.27	16.34	104.48	53.35	335	125	7.46
럭스	18	109.6	0.761	1820.72	1183	14.77	19.6	86.72	30	330	550	7.71
럼블	18	115.4	0.835	1944.4	100	18.21	0	85.38	53.35	345	125	7.47
레넥톤	18	111	0.947	2051.16	100	20.71	0	90.18	53.35	345	125	7.61
레오나	18	111	0.915	2055.16	982.2	22.88	19.6	88.41	53.35	335	125	7.8
렉사이	18	112.6	0.825	2141.2	100	18.39	0	92.05	53.35	335	175	7.66
렝가	18	111	0.976	2116.2	5	11.07	0	85.38	53.35	345	125	7.76
루시안	18	98.4	0.975	1914.4	994.88	17.24	20.08	75.04	30	335	500	7.55
룰루	18	90.6	0.845	1810.76	1227.4	16.21	24.6	82.12	30	325	550	7.77
르블랑	18	114.4	0.765	1791	1184	16.77	19.6	81.38	30	335	525	7.46
리븐	18	107	0.975	2020.48	0	11.84	0	78.78	53.35	345	125	7.91
리산드라	18	96.4	0.761	1934.12	1154	16.27	12.47	83.12	30	325	550	7.42
리신	18	115.6	0.963	2015.8	200	19.33	50	87.12	53.35	350	125	7.71
